PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CHICOPEE,1.0,82.0,69.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,141.0,124.0,0.0,26.0,12.0,0.0,420.0,352.0,0.0,95.0,50.0,1389.0
OAKWOOD I,2.0,60.0,53.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,82.0,54.0,0.0,6.0,5.0,0.0,448.0,342.0,0.0,88.0,48.0,1205.0
OAKWOOD II,2.0,74.0,87.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,80.0,52.0,0.0,11.0,4.0,2.0,1038.0,931.0,0.0,51.0,37.0,2389.0
FLOWERY BRANCH I,3.0,96.0,76.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,28.0,37.0,0.0,4.0,7.0,5.0,1089.0,934.0,1.0,55.0,35.0,2383.0
FLOWERY BRANCH II,1.0,93.0,70.0,0.0,10.0,7.0,0.0,1.0,0.0,0.0,44.0,39.0,0.0,4.0,10.0,2.0,764.0,656.0,0.0,88.0,48.0,1837.0
ROBERTS,1.0,146.0,105.0,0.0,13.0,11.0,0.0,1.0,4.0,1.0,49.0,26.0,0.0,26.0,19.0,2.0,1273.0,1270.0,0.0,88.0,72.0,3107.0
MORGAN I,0.0,94.0,82.0,0.0,5.0,7.0,0.0,1.0,2.0,0.0,37.0,26.0,0.0,3.0,5.0,5.0,981.0,936.0,0.0,44.0,30.0,2258.0
MORGAN II,2.0,94.0,105.0,0.0,16.0,14.0,0.0,2.0,1.0,1.0,106.0,79.0,0.0,6.0,9.0,0.0,1074.0,963.0,0.0,119.0,65.0,2656.0
CANDLER,3.0,121.0,108.0,0.0,12.0,7.0,0.0,3.0,3.0,2.0,184.0,145.0,0.0,16.0,19.0,2.0,1111.0,1025.0,1.0,134.0,73.0,2969.0
TADMORE,0.0,106.0,95.0,0.0,11.0,7.0,0.0,0.0,1.0,2.0,326.0,217.0,0.0,4.0,4.0,0.0,555.0,505.0,0.0,271.0,155.0,2259.0
GLADE,2.0,74.0,53.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,55.0,34.0,0.0,3.0,3.0,1.0,800.0,712.0,0.0,76.0,43.0,1870.0
LULA,1.0,68.0,67.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,22.0,11.0,0.0,8.0,6.0,1.0,805.0,695.0,0.0,45.0,26.0,1764.0
CLERMONT,0.0,65.0,60.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,954.0,908.0,0.0,6.0,5.0,2019.0
QUILLIANS,1.0,54.0,48.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,10.0,6.0,0.0,3.0,1.0,1.0,847.0,742.0,0.0,6.0,7.0,1736.0
BARK CAMP,2.0,110.0,116.0,0.0,10.0,7.0,0.0,2.0,1.0,0.0,49.0,45.0,0.0,8.0,0.0,2.0,1417.0,1264.0,0.0,25.0,22.0,3080.0
CHESTATEE,1.0,90.0,96.0,0.0,6.0,3.0,0.0,2.0,1.0,0.0,31.0,24.0,0.0,5.0,4.0,1.0,987.0,896.0,0.0,16.0,16.0,2179.0
FORK,0.0,95.0,80.0,0.0,3.0,9.0,0.0,1.0,1.0,0.0,28.0,22.0,0.0,4.0,4.0,1.0,936.0,895.0,0.0,9.0,13.0,2101.0
WHELCHEL,1.0,79.0,81.0,0.0,4.0,9.0,0.0,0.0,2.0,0.0,47.0,23.0,0.0,9.0,4.0,2.0,1161.0,1103.0,0.0,10.0,12.0,2547.0
WEST WHELCHEL,0.0,90.0,87.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,4.0,4.0,1.0,1289.0,1130.0,0.0,11.0,13.0,2672.0
GAINESVILLE I,0.0,80.0,68.0,0.0,5.0,6.0,0.0,2.0,1.0,1.0,57.0,35.0,0.0,4.0,6.0,0.0,909.0,675.0,0.0,107.0,48.0,2004.0
GAINESVILLE II,0.0,65.0,32.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,52.0,48.0,0.0,8.0,2.0,0.0,69.0,29.0,0.0,678.0,326.0,1316.0
GAINESVILLE III,1.0,109.0,107.0,0.0,20.0,10.0,0.0,1.0,0.0,1.0,206.0,148.0,0.0,15.0,18.0,1.0,483.0,428.0,0.0,185.0,71.0,1804.0
GAINESVILLE IV,1.0,52.0,60.0,0.0,9.0,5.0,0.0,0.0,1.0,1.0,59.0,31.0,0.0,3.0,6.0,1.0,579.0,450.0,0.0,67.0,33.0,1358.0
GAINESVILLE V,0.0,45.0,39.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,9.0,13.0,0.0,3.0,3.0,1.0,304.0,238.0,0.0,45.0,21.0,727.0
GILLSVILLE,0.0,23.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,3.0,1.0,0.0,306.0,266.0,0.0,16.0,9.0,664.0
BIG HICKORY,0.0,81.0,73.0,0.0,3.0,10.0,0.0,4.0,2.0,0.0,9.0,10.0,0.0,5.0,2.0,1.0,1151.0,1051.0,0.0,3.0,5.0,2410.0
FRIENDSHIP I,2.0,300.0,274.0,0.0,21.0,20.0,0.0,2.0,3.0,0.0,59.0,60.0,1.0,26.0,9.0,3.0,2276.0,1930.0,0.0,88.0,79.0,5153.0
FRIENDSHIP II,1.0,85.0,84.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,47.0,33.0,0.0,5.0,6.0,0.0,735.0,732.0,0.0,38.0,30.0,1812.0
FRIENDSHIP III,1.0,107.0,124.0,0.0,11.0,12.0,0.0,1.0,2.0,0.0,103.0,68.0,0.0,11.0,8.0,2.0,988.0,913.0,0.0,90.0,63.0,2504.0
FRIENDSHIP IV,2.0,98.0,97.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,28.0,24.0,0.0,11.0,8.0,2.0,772.0,696.0,0.0,46.0,28.0,1827.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TOTAL,31.0,2736.0,2515.0,0.0,248.0,209.0,0.0,25.0,37.0,9.0,1985.0,1456.0,1.0,244.0,189.0,41.0,26521.0,23668.0,2.0,2600.0,1483.0,64000.0
